squad_id,cliente,account,arr,auditado,auditado_flag,churn_realizado,cidade,coordenador,criterio_mql,criterio_sql,csat_atendimento,csat_campanhas,csat_copy,csat_design,csat_prazo,csat_resultados,customer_care_status,data_atualizacao,data_inicio_contrato,data_vencimento_contrato,deadline_plano,drive_cliente,entregas_prazo,entregas_qualidade,fee,flag_calculada,flag_media,google_media_plan,gt,health_medio,justificativa_atrasos,justificativa_mql,justificativa_qualidade,justificativa_relacionamento,justificativa_resultado,kr1,kr2,kr3,last_csat_matriz,link_cac_mapeado,link_contrato,link_ekyte,link_growthpack,link_loop,link_pic,link_replanejamento,lt,meta_media_plan,meta_mql,mhs,modalidade_vendas,nota_atrasos,nota_mql,nota_qualidade,nota_relacionamento,nota_resultado,nps,objetivo_smart,pacing_kr1,pacing_kr2,pacing_kr3,plano_acao,pontuacao_ponderada,realizado_kr1,realizado_kr2,realizado_kr3,relacionamento,replanejamentos_q3,resultados,resumo_historico,saldo_conta_google,saldo_conta_meta,segment,start_plano,step,tem_loop_aberto,tier,total_media_plan
monsters-sa,CASA AO LADO,Leonardo Raulino,,,,Não,,Willian Garghetti,,,,,,,,,Saudável,2026-08-07,,,,,TRUE,TRUE,3497.0,🔴 DANGER,🟢 VERDE,2000.0,Lucas Marçal,19.0,"Há atrasos/dependências operacionais relevantes: novo site e CRM ainda em implantação, validação Meta/Google, XML para catálogo, exportação Bitrix/Laí, separação de relatórios e plano de remarketing precisam avançar para não travar agosto.","Demanda moderada: julho teve 123 MQLs frente à meta de 158 e há falhas de integração/contagem manual no CRM, mas a base tem volume relevante, campanhas segmentadas e remarketing com públicos dos últimos 90 dias para ampliar fundo de funil.","Qualidade estratégica boa, com decisões claras sobre último clique, separação venda/locação, campanhas por casas/apartamentos/bairros, remarketing por bairro/valor/quartos e realocação de R$ 900; o ponto fraco segue sendo rastreamento e automação.","Relacionamento forte e colaborativo: Guilherme, Filipe, Leonardo e Lucas alinharam ajustes, questionaram dados com maturidade, validaram mudanças de relatório e mantiveram abertura para aprovar materiais e plano de mídia.","Resultado positivo: julho fechou com R$ 78.900 e 4 vendas, acima da referência mensal de R$ 67 mil, mesmo com MQL abaixo da meta; a ressalva é que a atribuição por canal ainda precisa ser limpa.",3,418,18,,,https://app.pipefy.com/open-cards/1246970194,,,,,,1519,4900.0,FALSE,,Inside Sales,2.0,3.0,3.0,4.0,4.0,,R$ 67 Mil / Mês (200k no Q3),"0,00%","15,79%","0,00%",,85.0,0,66,0,TRUE,,6,"3 avaliações válidas (31/07 registro anterior; 30/07; 06/08). Notas M/A/Q/Rel/Res: 2/1/2/1/1 -> 4/2/2/3/4 -> 3/2/3/4/4. Resultado e relacionamento sustentam recuperação, com julho acima da referência mensal; demanda caiu frente à meta de MQL e tracking/CRM/site seguem como risco recorrente. Tendência: melhorando | 🟡 AMARELO histórico em recuperação | confiança média.",1325.15,3128.56,,,,Não,,6900.0
monsters-sa,IPEL DISTRIBUIDORA,Leonardo Raulino,,,,Não,Maringá / PR,Willian Garghetti,,,,,,,,,Saudável,2026-08-04,,,,,FALSE,FALSE,3576.35,,🟡 AMARELO,,Lucas Marçal,,"Ekyte validado no workspace 142376/projeto 317100 sem indicação de tarefas planejadas vencidas, mas a transcrição concentra muitas dependências abertas de CRM, ERP Transis, landing page, criativos, dados históricos e materiais; risco operacional moderado até fechamento desses pontos.","Demanda com boa base estratégica, mas ainda em fase de estruturação: foram definidos ICP B2B, CNPJ, oficinas/autopeças, foco em Facebook e uso de catálogo/WhatsApp; a própria reunião registra baixa demanda no Instagram e necessidade de dados históricos para validar metas e sazonalidade.","Qualidade boa: o encontro detalhou CRM, funis por vendedores/sócios, critérios MQL/SQL, SLA, riscos, categorias de produto, sazonalidade, métricas de funil e ajustes de LP; ainda há entregas técnicas e criativas a executar.","Relacionamento positivo e colaborativo: cliente participou ativamente, trouxe limitações reais de ERP, logística e ticket médio, validou critérios B2B e manteve abertura para acompanhamento semanal e ajustes de rota.","Resultado ainda inicial: existe meta de manter R$800 mil/mês e ambição de escalar para R$1 milhão/R$1,2 milhão, mas o check-in ainda não comprova geração incremental; foco atual está em implantação, qualificação, CRM e base histórica.",,,,,,https://app.pipefy.com/open-cards/1413897140,,,,,,1519,,FALSE,Pouco Desapontado,,2.0,3.0,3.0,3.0,2.0,10.0,,,,,,69.0,,,,TRUE,,,"1 avaliação válida (04/08/2026). Notas M/A/Q/Rel/Res: 3/2/3/3/2. Estratégia, ICP, CRM e governança bem definidos; permanecem dependências de integração, LP, criativos, dados históricos e comprovação de resultado comercial. Tendência: indeterminada | 🟡 AMARELO histórico | confiança baixa; histórico insuficiente.",,,,,,Não,,
monsters-sa,TESTE,,,,,Sim,,,,,,,,,,,,,2026-08-13,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,0,,FALSE,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,1000.0
romans,BACKYARDZ COMPANY,Lucas Nakazima,,Não,,Não,"Los Palos Altos, California",Giullio Cesar da Silva Barbosa,,,5.0,5.0,4.0,1.0,2.0,2.0,Saudável,2026-08-11,2025-01-30,2026-05-31,,,,,8715.0,,🔴 DANGER,300.0,Matheus Eduardo Da Silva Diogo,,"5 tarefas ativas vencidas na workspace, até 110 dias de atraso (piorou de 3 tarefas/106 dias).","Conversão MQL→SQL de 23% em julho, ainda abaixo da meta de 40%; volume de leads consistente.",Site considerado visualmente pronto; criativos novos com métricas superiores de retenção e cliques.,Check-in de 11/08 produtivo; formulário de qualificação e calendário sazonal de marketing definidos em conjunto.,"Venda de US$250.000 fechada no período, com lead originado em janeiro/2026 — cliente consciente do ciclo longo de vendas; a meta pactuada é 4 oportunidades de venda/mês (não vendas fechadas), o que dá contexto mais positivo ao resultado comercial.",20 MQLs / mês,8 SQLs,16 leads,2026-06-06,"28,50%",https://app.pipefy.com/open-cards/1071399996,"TERMINAR O WEBSITE E AGREGAR VALOR PARA O PRÓXIMO NÍVEL DO QUE ELA DESEJA, CONFORME COMBINADO NA CALL.

Backyardz Company | Check - In - 2026/08/04 16:06 GMT-03:00 - Anotações do Gemini",Backyardz | GrowthPack | V26,,,,18,1200.0,,Muito Desapontado,,1.0,3.0,3.0,3.0,3.0,5.0,4 OPPs/visitas,"105,00%","62,50%","275,00%",,,21,5,44,,,0,"6 avaliações válidas (07, 14, 21, 28/07, 04/08, 11/08). Fechamento de venda de US$250k no período (lead de janeiro/2026) mostra que o ciclo longo de vendas está gerando resultado real — meta pactuada com a cliente é de 4 oportunidades/mês, não vendas fechadas no mês. Atraso crítico no Ekyte segue sem solução e piorou (106→110 dias, 3→5 tarefas). Tendência: comercial melhorando, operacional piorando | flag histórica: vermelha (por atrasos) | confiança alta.",,,,,V2,Não,,1500.0
romans,INTILE DESIGNS,Lucas Nakazima,,Não,,Não,"New Jersey, USA",Giullio Cesar da Silva Barbosa,,,5.0,5.0,4.0,5.0,5.0,5.0,Antecipação,2026-08-12,2025-09-15,2026-05-31,,,,,8960.0,,🔴 DANGER,0.0,Matheus Eduardo Da Silva Diogo,,"6 tarefas ativas vencidas na workspace, até 9 dias de atraso (piorou de 3 tarefas).",Sem número novo de MQL no check-in de 12/08; segmentação de idade ajustada (40-45 anos) e orçamento não utilizado realocado para testes.,Sem pedido de refação; ajustes são otimizações de segmentação.,"Novo integrante (Lucas Nakazima) adicionado à equipe; cliente colaborativa, reunião produtiva.","Meta de sucesso redefinida de vendas fechadas para estimativas/visitas mensais, reconhecendo ciclo de vendas longo.",7 Sqls,9 Mqls/m,18 leads/m,2026-07-20,,https://app.pipefy.com/open-cards/1214481382,Cumprir ações do check-in e redefinr a meta para Oportunidades,InTile Designs - [GrowthPack - V26],,,,10,1500.0,,Pouco Desapontado,,1.0,2.0,3.0,3.0,2.0,10.0,4 vendas no mês,"57,14%","44,44%","27,78%",,,4,4,5,,,0,"5 avaliações válidas (07, 21, 28/07, 04/08, 12/08). Ekyte piorou bastante (3→6 tarefas vencidas). Meta de sucesso redefinida para refletir ciclo de vendas longo (estimativas/visitas em vez de vendas fechadas). Tendência: piorando (operacional), estável (relacionamento) | flag histórica: vermelha | confiança alta.",,,,,V1,Não,,1500.0
romans,RS CONSTRUCTION AND LANDSCAPING INC,Lucas Nakazima,,Não,,Não,"Framingham, MA, Estados Unidos",Giullio Cesar da Silva Barbosa,,,4.0,4.0,3.0,0.0,4.0,4.0,Antecipação,2026-07-24,2025-11-23,2026-05-31,2026-08-12,,,,5357.5,,🔴 DANGER,500.0,Matheus Eduardo Da Silva Diogo,,"3 tarefas ativas vencidas na workspace, até 17 dias de atraso.",Nenhum dado de geração de demanda no mês; planilha registra 0% de realização em todos os KRs.,Sem entrega submetida à avaliação do cliente no período.,"CRÍTICO: 3 reuniões tentadas no mês (20, 24, 31/07), nenhuma gerou conteúdo aproveitável — a de 24/07 durou 22 segundos, a de 31/07 durou 11 minutos sem pauta. Loop de gestão aberto desde 13/07 sem avanço.",Zero vendas e zero SQLs no período; meta de 6 vendas/mês sem qualquer realização.,9 SQLs,5 MQLs,30 Leads,2026-07-20,"16,45",https://app.pipefy.com/open-cards/1250434801,https://app.ekyte.com/#/projects/314658/edit,RS Construction | GrowthPack | V26,Gestão de Loop — RS Construction — v2 (10-08-2026),,,8,0.0,,Nada desapontado,,1.0,1.0,2.0,1.0,1.0,10.0,Realizar 6 Vendas por mês no ticket de 2.200,"0,00%","0,00%","16,67%",,,0,0,5,,,0,"3 reuniões tentadas no mês (20, 24, 31/07), nenhuma gerou conteúdo aproveitável — a de 24/07 durou 22 segundos, a de 31/07 durou 11 minutos sem pauta. Loop de gestão aberto desde 13/07 sem avanço. Tendência: piorando | flag histórica: vermelha | confiança baixa.",,,,2026-08-10,V1,Sim,,1000.0
romans,ALPHA AUTOMOTIVE SALES LLC (ALPHA AUTOMOTIVE SALES LLC),Lucas Nakazima,,Não,,Não,"Orlando, Miami",Giullio Cesar da Silva Barbosa,,,5.0,3.0,4.0,4.0,3.0,3.0,Aviso Prévio,2026-08-07,2025-12-15,2026-06-15,2026-08-14,,,,6160.0,,🔴 DANGER,0.0,Matheus Eduardo Da Silva Diogo,,"1 tarefa ativa vencida na workspace, 8 dias de atraso.",Sem números novos de leads na reunião de 04/08; foco foi feedback de vendedor sobre leads existentes.,Sem entrega submetida à avaliação do cliente no período.,Contrato ESTENDIDO até 18/09 com downsell realocado para orçamento de mídia — Aviso Prévio/Loop parece ter sido renegociado; cliente engajado enviando feedback e material. Ainda não é nota máxima por ser retomada recente de situação crítica.,Zero SQLs contra meta de 28/mês; nenhuma venda confirmada.,Gerar 108 leads mês,"KR2 - Qualificacao e avanço comercial
Gerar 43 MQLs",Gerar 28 SQLs,2026-07-20,"36,2",https://app.pipefy.com/open-cards/1249792260,https://app.ekyte.com/#/projects/314621/edit,Alpha Automotive | GrowthPack | V26,Gestão de Loop — Alpha Automotive — v2 (10-08-2026),,,7,1000.0,,indiferente,,2.0,1.0,2.0,2.0,1.0,8.0,"Objetivo: vender 10 carros em julho, mantendo o funil de ruptura ativo desde o inicio do Q3 e validando se o novo padrao de captura e atendimento consegue sustentar a meta mensal.","11,11%","9,30%","3,57%",,,12,4,1,,,0,"2 avaliações válidas no período mais recente (23/07 sem cliente, 04/08 com feedback). Grande virada: contrato estendido até 18/09 com downsell realocado para mídia, encerrando a ameaça mais aguda do Aviso Prévio. Cliente voltou a se engajar enviando feedback de leads. Tendência: melhorando (relacionamento) | flag histórica: vermelha | confiança média.",,,,2026-08-13,V1,Sim,,1000.0
romans,CLICK PETRÓLEO E GÁS,Lucas Nakazima,,Não,,Não,"Rio de Janeiro, RJ",Giullio Cesar da Silva Barbosa,,,,,,,,,Antecipação,2026-08-07,2026-05-15,2027-10-15,2026-08-13,,,,5017.53,,🔴 DANGER,0.0,Matheus Eduardo Da Silva Diogo,,"4 tarefas ativas vencidas na workspace, uma com 107 dias de atraso — pior passivo da carteira, piorou de 102.","Campanha segue sem rodar no check-in de 04/08: Meta Ads ainda bloqueado por pendência de pagamento do próprio cliente, mesmo após promessa de resolução no dia.",Sem pedido de refação novo; capas e identidade visual aprovadas no check-in.,"Cliente presente e cordial em 04/08, resolvendo ativamente o bloqueio de pagamento junto ao time.",Projeto ainda sem campanha ativa; nenhum resultado gerado.,500,,,2026-06-06,40,https://app.pipefy.com/open-cards/1338950193,https://app.ekyte.com/#/projects/322021/edit,,Gestão de Loop — Click Petróleo e Gás — 10-08-2026,,,2,0.0,,,,1.0,1.0,2.0,3.0,1.0,,500 Cadastros na Newsletter mês,"0,00%",,,,,0,,,,,0,"5 avaliações válidas (07, 14, 21, 28/07, 04/08), cadência mantida integralmente, mas o bloqueio de pagamento do Meta Ads pelo próprio cliente nunca foi resolvido em nenhuma das 5 semanas. Tendência: estável (porém travado) | flag histórica: vermelha | confiança alta.",,,,2026-08-10,V1,Sim,,0.0
romans,CLIMBER RMS,Lucas Nakazima,,Não,,Não,"Lisboa, Portugual",Giullio Cesar da Silva Barbosa,,,2.0,2.0,3.0,3.0,3.0,3.0,Aviso Prévio,2026-08-10,2025-05-05,,2026-07-20,,,,6469.5,,🔴 DANGER,,Matheus Eduardo Da Silva Diogo,,"2 tarefas ativas vencidas na workspace, até 3 dias de atraso — melhora forte frente às 4 tarefas/51 dias anteriores.","Volume de leads abaixo da meta com custos elevados no check-in de 05/08; campanhas ineficientes pausadas, criativo saturado isolado para otimizar distribuição de verba.",Sem pedido de refação; ajustes são otimizações técnicas normais.,"CRÍTICO: cliente solicitou churn por e-mail na semana anterior a 10/08, informando intenção de internalizar equipe e ações de marketing. Sinal de relacionamento sobrepõe qualquer melhora operacional observada nas calls.",Sem dado novo de venda ou fechamento comercial apresentado.,145 leads/m,2.064 cliques,1.289 sessões pagas,2026-07-20,,https://app.pipefy.com/open-cards/1136073241,https://app.ekyte.com/#/projects/313428/edit,,Gestão de Loop — Climber RMS — v2 (10-08-2026),,,14,,,Nada desapontado,Inside Sales,2.0,3.0,3.0,1.0,2.0,1.0,65 MQLs/mês com CMQL até €20,"86,21%","61,05%","0,00%",,,125,1260,0,,,0,"6 avaliações válidas ao longo do período. Melhora operacional real (Ekyte de 4→2 tarefas, 51→3 dias) e boa call em 05/08, mas o cliente solicitou CHURN por e-mail na semana anterior a 10/08, informando intenção de internalizar equipe e marketing — dado de relacionamento crítico que a call não havia capturado. Tendência: risco de perda ativo apesar da melhora operacional | flag histórica: amarela em 07/08, reclassificada para vermelha em 10/08 por solicitação de churn | confiança alta.",,,Tecnologia / SaaS,2026-07-07,V2,Não,,1300.0
romans,MetalForte,Lucas Nakazima,,Não,,Não,"Goiânia, GO",Giullio Cesar da Silva Barbosa,,,2.0,2.0,2.0,1.0,5.0,2.0,Antecipação,2026-08-12,2025-10-25,2026-04-25,2026-08-29,,,,5886.0,,🔴 DANGER,2500.0,Matheus Eduardo Da Silva Diogo,,"3 tarefas ativas vencidas na workspace, até 24 dias de atraso (piorou de 19).",Sem número novo de conversão lead→MQL no check-in de 06/08; leads sem tag de origem e sem resposta seguem sendo problema identificado.,Sem pedido de refação no período.,"Cadência cumprida em 06/08; decisões alinhadas em conjunto (identidade visual, fluxo de aprovação, segregação de canais).","31 vendas realizadas no período, ROI de 3,36, metas históricas superadas — melhor resultado comercial da carteira.",67 Sqls/m,133 Mqls/m,885 Leads/m,2026-07-20,,https://app.pipefy.com/open-cards/1222242318,"Criar Branding e Campanha dos 50 Anos

	https://app.ekyte.com/#/projects/322022/edit",,Gestão de Loop — MetalForte — 10-08-2026,,,9,2500.0,,Nada desapontado,,1.0,2.0,3.0,3.0,5.0,4.0,"12 vendas/m. com ticket de 14k,","186,57%","122,56%","43,16%",,,125,163,382,,,2,"7 avaliações válidas. Churn CONFIRMADO FORMALMENTE no check-in de 12/08: contrato será encerrado após os 60 dias de aviso prévio. Loop v2 de retenção aberto no Ekyte em 10/08 (contato direto com meta de reversão), ainda em andamento. Agência mantém compromisso de entregar máxima qualidade até o fim do contrato. Tendência: churn em curso, retenção ativa | flag histórica: vermelha (por churn) | confiança alta.",,,,2026-08-12,V1,Sim,,5000.0
romans,MetalForte E-comm,Lucas Nakazima,,Não,,Não,"Goiânia, GO",Giullio Cesar da Silva Barbosa,,,,,,,,,Tratativa,2026-08-07,2026-04-10,2027-04-10,2026-08-17,,,,5434.0,,🔴 DANGER,,Matheus Eduardo Da Silva Diogo,,Zero tarefas ativas vencidas na workspace — melhora total frente às 6 tarefas/13 dias anteriores.,"Funil segue praticamente inoperante no check-in de 05/08; sem número de conversão apresentado, foco foi conflito entre canais.",Qualidade dos dados do CRM segue criticada: preenchimento incompleto compromete precisão das análises.,Equipe do cliente colaborativa no diagnóstico técnico e na discussão de conflito de canais.,"Sem venda real reportada; conflito entre e-commerce e vendas internas segue sem resolução, levantando dúvida sobre eficiência do investimento.",70K de faturamento (ticket médio de 7k),100 Adições ao carrinho,711 usuários de page/product view,2026-06-06,,https://app.pipefy.com/open-cards/1335055259,https://app.ekyte.com/#/projects/322790/edit,,Gestão de Loop — MetalForte Ecommerce — 13-08-2026,,,3,,,,,3.0,1.0,2.0,3.0,1.0,,Atingir o breakeven do projeto em 70K/mês (210K no quarter),"0,58%","46,00%","154,43%",,,"409,02",46,1098,,,0,"5 avaliações válidas. Funil de e-commerce seguiu praticamente inoperante, mas o Ekyte teve melhora total (6→0 tarefas vencidas). Conflito entre canais de venda (e-commerce vs. inside sales) emergiu como questão crítica nova. Tendência: melhorando (operacional), estável (crítico no comercial) | flag histórica: vermelha | confiança alta.",,,,2026-08-12,V1,Sim,,5000.0
romans,URANO TECNOLOGIA LTDA,Lucas Nakazima,,Não,,Não,"Canoas, RS",Giullio Cesar da Silva Barbosa,,,5.0,4.0,3.0,3.0,4.0,4.0,Antecipação,2026-08-12,2026-05-04,2027-05-04,2026-07-15,,,,13823.26,,🔴 DANGER,0.0,Matheus Eduardo Da Silva Diogo,,"2 tarefas ativas vencidas na workspace, 1 dia de atraso cada (melhorou de 0, mas ainda dentro da regra 1-2 tarefas sem nenhuma >14 dias).","13 leads/2 MQLs na semana de 18-25/07, contra meta de 54 MQLs/mês. Equipe propôs virada estratégica para ABM.",Sem pedido de refação; landing page atualizada e aprovada com novo posicionamento.,CRÍTICO: reunião desta semana não ocorreu (não foi apenas falha de transcrição) — quebra de cadência com o cliente.,Apenas R$5.564 faturados de R$23.000 em orçamentos gerados (24%); 1 venda efetivada contra meta de 8/mês.,180 Leads,54 MQLs,32 SQLs,2026-07-20,,https://app.pipefy.com/open-cards/1344655622,"Replanejamento
Alinhamento de Expectativas
Metas

https://app.ekyte.com/#/projects/313409/edit",,,,,2,0.0,,Pouco desapontado,,2.0,2.0,3.0,1.0,2.0,7.0,8 vendas,"40,56%","62,96%","15,63%",,,73,34,5,,,1,"6 avaliações válidas. Reunião desta semana não ocorreu — quebra de cadência, nota de relacionamento crítica por regra. Funil de e-commerce segue sem dado de vendas real. Ekyte segue controlado (2 tarefas, 1 dia). Tendência: piorando (relacionamento por ausência), estável (operacional) | flag histórica: vermelha | confiança alta.",,,,2026-07-07,V1,Não,,0.0
romans,Global Segurança em Maquinas e Equipamentos,Jhonatan Thiesen da Silva,3000000.0,Não,,Não,Caxias do Sul,Giullio Cesar da Silva Barbosa,,,3.0,4.0,4.0,4.0,3.0,3.0,Saudável,2026-08-07,2026-03-30,2027-05-21,,,,,6691.49,,🔴 DANGER,,Leonardo Rafael Villas Boas,,"3 tarefas ativas vencidas na workspace, até 2 dias de atraso — melhora forte frente às 8 tarefas/15 dias anteriores, mas ainda cai na regra de 3+ tarefas.","Sem número novo de leads/MQL no check-in de 07/08; testes ativos de otimização de funil (A/B de landing pages, LinkedIn Lead Gen).",Sem pedido de refação; ajustes são otimizações técnicas.,Nova gestão de projeto apresentada oficialmente; cliente presente e colaborativo nas decisões.,"Funil educacional seguiu consistente, sem número absoluto reportado nesta call.","Realizar 31 vendas mensais no ticket médio bruto de R$ 597,00","Atingir a taxa média de CTR de 1,17% no mês (1.996 cliques no link)","Manter a taxa de conversão LP-Venda de 2,19%",2026-07-20,64,https://app.pipefy.com/open-cards/1310791989,,,,,,4,,,Pouco Desapontado,Inside Sales,1.0,2.0,3.0,3.0,3.0,7.0,"No QUARTER atual, nosso objetivo é atingir o cenário de breakeven mensal do projeto na linha de infoproduto. 31 vendas por mês (~R$ 18.264,80) com investimento de mídia mensal de R$ 4.000,00.","0,00%","0,00%","0,00%",,,0,0,0,,,1,"4 avaliações válidas (09, 17, 24/07, 07/08). Campanhas '360' seguiram em otimização, com nova gestão de projeto introduzida em 07/08. Ekyte melhorou bastante (8→3 tarefas, 15→2 dias), mas ainda dispara vermelho pela regra de 3+ tarefas. Tendência: melhorando (operacional e relacionamento) | flag histórica: vermelha | confiança média.",,,Indústria,,V1,,MEDIUM,
romans,RE/MAX,Jhonatan Thiesen da Silva,15000000.0,Não,,Não,"São Paulo, Capital",Giullio Cesar da Silva Barbosa,,,,,,,,,Antecipação,2026-08-07,2026-04-17,2027-04-17,,,,,10133.84,,🔴 DANGER,,Leonardo Rafael Villas Boas,,"3 tarefas ativas vencidas na workspace, até 3 dias de atraso — melhora forte frente às 8 tarefas/11 dias anteriores.",Nenhum número de geração ou qualificação de leads apresentado no check-in de 05/08; foco foi novo painel de dados e ajuste de formulários de qualificação.,"Landing pages sendo ajustadas ativamente (Vila Olímpia, Arcádio); sem novo pedido de refação crítico.","Reunião de 05/08 foi produtiva e sem sinais de nova crise com a diretoria; foco em estruturação de processos, CRM e responsabilização interna. Ainda não é nota máxima por estar muito próxima da crise de 23/07.",Nenhum resultado de conversão ou venda apresentado.,,,,2026-06-06,67,https://app.pipefy.com/open-cards/1335865197,,[Growth Pack 3.0] - RE/MAX Análise,,,,3,,,,Inside Sales,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,3,"6 avaliações válidas no mês, mas a de 23/07 foi dedicada a apaziguar a diretoria. Check-in de 05/08 trouxe sinais de recuperação: novo painel de dados, formulários de qualificação ajustados, Ekyte com melhora forte (8→3 tarefas, 11→3 dias). Tendência: melhorando (relacionamento e operacional) | flag histórica: vermelha | confiança média.",,,Real State,,V1,,ENTERPRISE,
romans,Capital Brokers,Jhonatan Thiesen da Silva,,Não,,Não,Chácara Santo Antônio,Giullio Cesar da Silva Barbosa,,,,,,,,,Antecipação,2026-08-04,2026-04-17,2027-04-17,2026-06-19,,,,6691.49,,🔴 DANGER,,Leonardo Rafael Villas Boas,,"3 tarefas ativas vencidas na workspace (subiu de 1 para 3 desde a última medição), até 8 dias de atraso.","Custo por conversão de R$17 considerado satisfatório; CTR de 5,42% acima do padrão do setor imobiliário.",Sem pedido de refação; nível de confiança alto o suficiente para design produzir direto sem revisão prévia de texto.,5 check-ins em julho — maior cadência da carteira; cliente engajado mesmo com ausência pontual da GP titular.,Contrato fechado com cliente investidor no período; casos Yasmin Campos e Anderson avançaram para proposta/fechamento.,"Escalar o investimento gradativamente para gerar 500 leads/mês no fim do trimestre, defendendo o CPL alvo de R$ 65,00 e CPM entre R$20 a R$60.",Gerar 500 leads mês com uma tx de Leads > MQL de 20% com um volume de 100 MQL por mês,"Converter 35% dos MQLs em agendamentos/visitas efetivas, com até 35 Oportunidades Reais (SQLs) no mês.",2026-06-06,MC e Breakeven | Capital Brokers,https://app.pipefy.com/open-cards/1322531746,https://app.ekyte.com/#/projects/307038/edit,,Preencher loop,,,3,,,,Inside Sales,1.0,4.0,3.0,3.0,3.0,,"Nos próximos 3 meses, nosso foco será atingir o break-even da operação no Quarter gerando, no mínimo 1 venda, R$ 120.000,00 em VGC (VGV de R$ 6M), saltando para 500 leads mensais ao fim dos 90 dias, mantendo o CPL estabilizado em R$65 para garantir o break-even rápido e a previsibilidade de vendas do Quarter.","10,00%","1,00%","0,00%",,,500,1,0,,,10,"5 avaliações válidas, maior cadência da carteira. Performance comercial (CPL R$17, CTR 5,42%) manteve-se forte o mês inteiro, mas o Ekyte piorou na última semana (de 1 para 3 tarefas vencidas), derrubando a flag de amarela para vermelha no fechamento do mês. Tendência: piorando (só por atrasos) | flag histórica: amarela até 28/07, vermelha em 02/08 | confiança alta.",,,Real State,,V1,Sim,TINY,
romans,TEKSEA,Jhonatan Thiesen da Silva,,Não,,Não,"Blumenau, SC",Giullio Cesar da Silva Barbosa,,,,,,,,,Saudável,2026-08-07,2025-09-12,,,,,,6000.0,,🔴 DANGER,,Leonardo Rafael Villas Boas,,Zero tarefas ativas vencidas na workspace — melhora total frente às 7 tarefas/25 dias anteriores.,Check-in de 03/08 foi 100% técnico (crise de segurança); funil comercial não foi discutido novamente.,"Equipe técnica identificou e resolveu proativamente scripts maliciosos que bloqueavam o Google Ads (limpeza de malware, restauração de backup).",Decisor comercial ausente novamente; call de 03/08 foi exclusivamente sobre segurança do site.,Nenhum resultado comercial apresentado ou discutido.,,,,,,https://app.pipefy.com/open-cards/1297035445,,,,,,10,,,,Inside Sales,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,0,"5 avaliações válidas, quase todas com pauta técnica — funil comercial segue sem ser discutido há meses. Ekyte teve melhora total (7→0 tarefas vencidas) após resolução ativa de uma crise de segurança (scripts maliciosos bloqueando anúncios). Tendência: estável (sem dado comercial), melhorando (operacional/técnico) | flag histórica: vermelha | confiança baixa (falta dado de negócio).",,,Indústria,,V1,Não,LARGE,
romans,BIOZHEN,Jhonatan Thiesen da Silva,,Não,,Não,"Poços de Caldas, MG",Giullio Cesar da Silva Barbosa,,,,,,,,,Saudável,2026-08-10,2026-08-03,2027-02-03,,,,,6772.44,,🟡 CARE,,Leonardo Rafael Villas Boas,,"4 tarefas ativas vencidas na workspace, até 10 dias de atraso.","Ainda em fase de branding/posicionamento (reuniões de 07/07, 17/07 e 29/07); nenhuma campanha ativa — fase normal de pré-lançamento.","Processo colaborativo de construção de logotipo; ajustes são normais do processo criativo, sem reclamação.","Troca de GP no período: Bruna saiu por motivo pessoal, Jhonatan assumiu a gestão do projeto. Cliente recebeu bem a transição; equipe segue muito engajada na construção da marca (ajuste fino de logo, certificação internacional em andamento).",Sem meta de Resultado pactuada para este cliente — nota fixada em 3 (neutra) até definição formal de meta.,,,,,,https://app.pipefy.com/open-cards/1409530183,,,,,,0,,,,E-commerce,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,1,"4 avaliações válidas desde o início do projeto (07, 17, 29/07, 10/08). Troca de GP (Bruna → Jhonatan) no período, sem impacto negativo aparente no relacionamento. Cliente segue em fase de posicionamento e identidade visual (marca Goa), avançando também em certificação internacional de matérias-primas premium. Tendência: evoluindo dentro do esperado para a fase | flag histórica: amarela | confiança alta.",,,E-commerce,,V0,Não,TINY,
